cou:中国
pro:北京市,中国
cit:东城区,北京市,中国
cit:西城区,北京市,中国
cit:朝阳区,北京市,中国
cit:丰台区,北京市,中国
cit:石景山区,北京市,中国
cit:海淀区,北京市,中国
cit:门头沟区,北京市,中国
cit:房山区,北京市,中国
cit:通州区,北京市,中国
cit:顺义区,北京市,中国
cit:昌平区,北京市,中国
cit:大兴区,北京市,中国
cit:怀柔区,北京市,中国
cit:平谷区,北京市,中国
cit:密云县,北京市,中国
cit:延庆县,北京市,中国
pro:天津市,中国
cit:和平区,天津市,中国
cit:河东区,天津市,中国
cit:河西区,天津市,中国
cit:南开区,天津市,中国
cit:河北区,天津市,中国
cit:红桥区,天津市,中国
cit:东丽区,天津市,中国
cit:西青区,天津市,中国
cit:津南区,天津市,中国
cit:北辰区,天津市,中国
cit:武清区,天津市,中国
cit:宝坻区,天津市,中国
cit:滨海新区,天津市,中国
cit:宁河县,天津市,中国
cit:静海县,天津市,中国
cit:蓟县,天津市,中国
pro:河北省,中国
cit:石家庄市,河北省,中国
dis:连平县,河源市,广东省,中国
dis:和平县,河源市,广东省,中国
dis:东源县,河源市,广东省,中国
cit:阳江市,广东省,中国
dis:江城区,阳江市,广东省,中国
dis:阳西县,阳江市,广东省,中国
dis:阳东区,阳江市,广东省,中国
dis:阳春市,阳江市,广东省,中国
cit:清远市,广东省,中国
dis:清城区,清远市,广东省,中国
dis:清新区,清远市,广东省,中国
dis:佛冈县,清远市,广东省,中国
dis:阳山县,清远市,广东省,中国
dis:连山壮族瑶族自治县,清远市,广东省,中国
dis:连南瑶族自治县,清远市,广东省,中国
dis:英德市,清远市,广东省,中国
dis:连州市,清远市,广东省,中国
cit:东莞市,广东省,中国
cit:中山市,广东省,中国
cit:潮州市,广东省,中国
dis:湘桥区,潮州市,广东省,中国
dis:潮安区,潮州市,广东省,中国
dis:饶平县,潮州市,广东省,中国
cit:揭阳市,广东省,中国
dis:榕城区,揭阳市,广东省,中国
dis:揭东区,揭阳市,广东省,中国
dis:揭西县,揭阳市,广东省,中国
dis:惠来县,揭阳市,广东省,中国
dis:普宁市,揭阳市,广东省,中国
cit:云浮市,广东省,中国
dis:云城区,云浮市,广东省,中国
dis:新兴县,云浮市,广东省,中国
dis:郁南县,云浮市,广东省,中国
dis:云安区,云浮市,广东省,中国
dis:罗定市,云浮市,广东省,中国
pro:广西壮族自治区,中国
cit:南宁市,广西壮族自治区,中国
dis:兴宁区,南宁市,广西壮族自治区,中国
dis:青秀区,南宁市,广西壮族自治区,中国
dis:江南区,南宁市,广西壮族自治区,中国
dis:西乡塘区,南宁市,广西壮族自治区,中国
dis:良庆区,南宁市,广西壮族自治区,中国
dis:邕宁区,南宁市,广西壮族自治区,中国
dis:武鸣县,南宁市,广西壮族自治区,中国
dis:隆安县,南宁市,广西壮族自治区,中国
dis:马山县,南宁市,广西壮族自治区,中国
dis:上林县,南宁市,广西壮族自治区,中国
dis:宾阳县,南宁市,广西壮族自治区,中国
dis:横县,南宁市,广西壮族自治区,中国
cit:柳州市,广西壮族自治区,中国
dis:城中区,柳州市,广西壮族自治区,中国
dis:鱼峰区,柳州市,广西壮族自治区,中国
dis:柳南区,柳州市,广西壮族自治区,中国
dis:柳北区,柳州市,广西壮族自治区,中国
dis:柳江县,柳州市,广西壮族自治区,中国
dis:柳城县,柳州市,广西壮族自治区,中国
dis:鹿寨县,柳州市,广西壮族自治区,中国
dis:融安县,柳州市,广西壮族自治区,中国
dis:融水苗族自治县,柳州市,广西壮族自治区,中国
dis:三江侗族自治县,柳州市,广西壮族自治区,中国
cit:桂林市,广西壮族自治区,中国
dis:秀峰区,桂林市,广西壮族自治区,中国
dis:叠彩区,桂林市,广西壮族自治区,中国
dis:象山区,桂林市,广西壮族自治区,中国
dis:七星区,桂林市,广西壮族自治区,中国
dis:雁山区,桂林市,广西壮族自治区,中国
dis:临桂区,桂林市,广西壮族自治区,中国
dis:阳朔县,桂林市,广西壮族自治区,中国
dis:灵川县,桂林市,广西壮族自治区,中国
dis:全州县,桂林市,广西壮族自治区,中国
dis:兴安县,桂林市,广西壮族自治区,中国
dis:永福县,桂林市,广西壮族自治区,中国
dis:灌阳县,桂林市,广西壮族自治区,中国
dis:龙胜各族自治县,桂林市,广西壮族自治区,中国
dis:资源县,桂林市,广西壮族自治区,中国
dis:平乐县,桂林市,广西壮族自治区,中国
dis:荔浦县,桂林市,广西壮族自治区,中国
dis:恭城瑶族自治县,桂林市,广西壮族自治区,中国
cit:梧州市,广西壮族自治区,中国
dis:万秀区,梧州市,广西壮族自治区,中国
dis:长洲区,梧州市,广西壮族自治区,中国
dis:龙圩区,梧州市,广西壮族自治区,中国
dis:苍梧县,梧州市,广西壮族自治区,中国
dis:藤县,梧州市,广西壮族自治区,中国
dis:蒙山县,梧州市,广西壮族自治区,中国
dis:岑溪市,梧州市,广西壮族自治区,中国
cit:北海市,广西壮族自治区,中国
dis:海城区,北海市,广西壮族自治区,中国
dis:银海区,北海市,广西壮族自治区,中国
dis:铁山港区,北海市,广西壮族自治区,中国
dis:合浦县,北海市,广西壮族自治区,中国
cit:防城港市,广西壮族自治区,中国
dis:港口区,防城港市,广西壮族自治区,中国
dis:防城区,防城港市,广西壮族自治区,中国
dis:上思县,防城港市,广西壮族自治区,中国
dis:东兴市,防城港市,广西壮族自治区,中国
cit:钦州市,广西壮族自治区,中国
dis:钦南区,钦州市,广西壮族自治区,中国
dis:钦北区,钦州市,广西壮族自治区,中国
dis:灵山县,钦州市,广西壮族自治区,中国
dis:浦北县,钦州市,广西壮族自治区,中国
cit:贵港市,广西壮族自治区,中国
dis:港北区,贵港市,广西壮族自治区,中国
dis:港南区,贵港市,广西壮族自治区,中国
dis:覃塘区,贵港市,广西壮族自治区,中国
dis:平南县,贵港市,广西壮族自治区,中国
dis:桂平市,贵港市,广西壮族自治区,中国
cit:玉林市,广西壮族自治区,中国
dis:玉州区,玉林市,广西壮族自治区,中国
dis:福绵区,玉林市,广西壮族自治区,中国
dis:容县,玉林市,广西壮族自治区,中国
dis:陆川县,玉林市,广西壮族自治区,中国
dis:博白县,玉林市,广西壮族自治区,中国
dis:兴业县,玉林市,广西壮族自治区,中国
dis:北流市,玉林市,广西壮族自治区,中国
cit:百色市,广西壮族自治区,中国
dis:右江区,百色市,广西壮族自治区,中国
dis:田阳县,百色市,广西壮族自治区,中国
dis:田东县,百色市,广西壮族自治区,中国
dis:平果县,百色市,广西壮族自治区,中国
dis:德保县,百色市,广西壮族自治区,中国
dis:靖西县,百色市,广西壮族自治区,中国
dis:那坡县,百色市,广西壮族自治区,中国
dis:凌云县,百色市,广西壮族自治区,中国
dis:乐业县,百色市,广西壮族自治区,中国
dis:田林县,百色市,广西壮族自治区,中国
dis:西林县,百色市,广西壮族自治区,中国
dis:隆林各族自治县,百色市,广西壮族自治区,中国
cit:贺州市,广西壮族自治区,中国
dis:八步区,贺州市,广西壮族自治区,中国
dis:昭平县,贺州市,广西壮族自治区,中国
dis:钟山县,贺州市,广西壮族自治区,中国
dis:富川瑶族自治县,贺州市,广西壮族自治区,中国
cit:河池市,广西壮族自治区,中国
dis:金城江区,河池市,广西壮族自治区,中国
dis:南丹县,河池市,广西壮族自治区,中国
dis:天峨县,河池市,广西壮族自治区,中国
dis:凤山县,河池市,广西壮族自治区,中国
dis:东兰县,河池市,广西壮族自治区,中国
dis:罗城仫佬族自治县,河池市,广西壮族自治区,中国
dis:环江毛南族自治县,河池市,广西壮族自治区,中国
dis:巴马瑶族自治县,河池市,广西壮族自治区,中国
dis:都安瑶族自治县,河池市,广西壮族自治区,中国
dis:大化瑶族自治县,河池市,广西壮族自治区,中国
dis:宜州市,河池市,广西壮族自治区,中国
cit:来宾市,广西壮族自治区,中国
dis:兴宾区,来宾市,广西壮族自治区,中国
dis:忻城县,来宾市,广西壮族自治区,中国
dis:象州县,来宾市,广西壮族自治区,中国
dis:武宣县,来宾市,广西壮族自治区,中国
dis:金秀瑶族自治县,来宾市,广西壮族自治区,中国
dis:合山市,来宾市,广西壮族自治区,中国
cit:崇左市,广西壮族自治区,中国
dis:江州区,崇左市,广西壮族自治区,中国
dis:扶绥县,崇左市,广西壮族自治区,中国
dis:宁明县,崇左市,广西壮族自治区,中国
dis:龙州县,崇左市,广西壮族自治区,中国
dis:大新县,崇左市,广西壮族自治区,中国
dis:天等县,崇左市,广西壮族自治区,中国
dis:凭祥市,崇左市,广西壮族自治区,中国
pro:海南省,中国
cit:海口市,海南省,中国
dis:秀英区,海口市,海南省,中国
dis:龙华区,海口市,海南省,中国
dis:琼山区,海口市,海南省,中国
dis:美兰区,海口市,海南省,中国
cit:三亚市,海南省,中国
cit:三沙市,海南省,中国
dis:西沙群岛,三沙市,海南省,中国
dis:南沙群岛,三沙市,海南省,中国
dis:中沙群岛,三沙市,海南省,中国
cit:五指山市,海南省,中国
cit:琼海市,海南省,中国
cit:儋州市,海南省,中国
cit:文昌市,海南省,中国
cit:万宁市,海南省,中国
cit:东方市,海南省,中国
cit:定安县,海南省,中国
cit:屯昌县,海南省,中国
cit:澄迈县,海南省,中国
cit:临高县,海南省,中国
cit:白沙黎族自治县,海南省,中国
cit:昌江黎族自治县,海南省,中国
cit:乐东黎族自治县,海南省,中国
cit:陵水黎族自治县,海南省,中国
cit:保亭黎族苗族自治县,海南省,中国
cit:琼中黎族苗族自治县,海南省,中国
pro:重庆市,中国
cit:万州区,重庆市,中国
cit:涪陵区,重庆市,中国
cit:渝中区,重庆市,中国
cit:大渡口区,重庆市,中国
cit:江北区,重庆市,中国
cit:沙坪坝区,重庆市,中国
cit:九龙坡区,重庆市,中国
cit:南岸区,重庆市,中国
cit:北碚区,重庆市,中国
cit:綦江区,重庆市,中国
cit:大足区,重庆市,中国
cit:渝北区,重庆市,中国
cit:巴南区,重庆市,中国
cit:黔江区,重庆市,中国
cit:长寿区,重庆市,中国
cit:江津区,重庆市,中国
cit:合川区,重庆市,中国
cit:永川区,重庆市,中国
cit:南川区,重庆市,中国
cit:潼南县,重庆市,中国
cit:铜梁区,重庆市,中国
cit:荣昌县,重庆市,中国
cit:璧山区,重庆市,中国
cit:梁平县,重庆市,中国
cit:城口县,重庆市,中国
cit:丰都县,重庆市,中国
cit:垫江县,重庆市,中国
cit:武隆县,重庆市,中国
cit:忠县,重庆市,中国
cit:开县,重庆市,中国
cit:云阳县,重庆市,中国
cit:奉节县,重庆市,中国
cit:巫山县,重庆市,中国
cit:巫溪县,重庆市,中国
cit:石柱土家族自治县,重庆市,中国
cit:秀山土家族苗族自治县,重庆市,中国
cit:酉阳土家族苗族自治县,重庆市,中国
cit:彭水苗族土家族自治县,重庆市,中国
pro:四川省,中国
cit:成都市,四川省,中国
dis:锦江区,成都市,四川省,中国
dis:青羊区,成都市,四川省,中国
dis:金牛区,成都市,四川省,中国
dis:武侯区,成都市,四川省,中国
dis:成华区,成都市,四川省,中国
dis:龙泉驿区,成都市,四川省,中国
dis:青白江区,成都市,四川省,中国
dis:新都区,成都市,四川省,中国
dis:温江区,成都市,四川省,中国
dis:金堂县,成都市,四川省,中国
dis:双流县,成都市,四川省,中国
dis:郫县,成都市,四川省,中国
dis:大邑县,成都市,四川省,中国
dis:蒲江县,成都市,四川省,中国
dis:新津县,成都市,四川省,中国
dis:都江堰市,成都市,四川省,中国
dis:彭州市,成都市,四川省,中国
dis:邛崃市,成都市,四川省,中国
dis:崇州市,成都市,四川省,中国
cit:自贡市,四川省,中国
dis:自流井区,自贡市,四川省,中国
dis:贡井区,自贡市,四川省,中国
dis:大安区,自贡市,四川省,中国
dis:沿滩区,自贡市,四川省,中国
dis:荣县,自贡市,四川省,中国
dis:富顺县,自贡市,四川省,中国
cit:攀枝花市,四川省,中国
dis:东区,攀枝花市,四川省,中国
dis:西区,攀枝花市,四川省,中国
dis:仁和区,攀枝花市,四川省,中国
dis:米易县,攀枝花市,四川省,中国
dis:盐边县,攀枝花市,四川省,中国
cit:泸州市,四川省,中国
dis:江阳区,泸州市,四川省,中国
dis:纳溪区,泸州市,四川省,中国
dis:龙马潭区,泸州市,四川省,中国
dis:泸县,泸州市,四川省,中国
dis:合江县,泸州市,四川省,中国
dis:叙永县,泸州市,四川省,中国
dis:古蔺县,泸州市,四川省,中国
cit:德阳市,四川省,中国
dis:旌阳区,德阳市,四川省,中国
dis:中江县,德阳市,四川省,中国
dis:罗江县,德阳市,四川省,中国
dis:广汉市,德阳市,四川省,中国
dis:什邡市,德阳市,四川省,中国
dis:绵竹市,德阳市,四川省,中国
cit:绵阳市,四川省,中国
dis:涪城区,绵阳市,四川省,中国
dis:游仙区,绵阳市,四川省,中国
dis:三台县,绵阳市,四川省,中国
dis:盐亭县,绵阳市,四川省,中国
dis:安县,绵阳市,四川省,中国
dis:梓潼县,绵阳市,四川省,中国
dis:北川羌族自治县,绵阳市,四川省,中国
dis:平武县,绵阳市,四川省,中国
dis:江油市,绵阳市,四川省,中国
cit:广元市,四川省,中国
dis:利州区,广元市,四川省,中国
dis:元坝区,广元市,四川省,中国
dis:朝天区,广元市,四川省,中国
dis:旺苍县,广元市,四川省,中国
dis:青川县,广元市,四川省,中国
dis:剑阁县,广元市,四川省,中国
dis:苍溪县,广元市,四川省,中国
cit:遂宁市,四川省,中国
dis:船山区,遂宁市,四川省,中国
dis:安居区,遂宁市,四川省,中国
dis:蓬溪县,遂宁市,四川省,中国
dis:射洪县,遂宁市,四川省,中国
dis:大英县,遂宁市,四川省,中国
cit:内江市,四川省,中国
dis:市中区,内江市,四川省,中国
dis:东兴区,内江市,四川省,中国
dis:威远县,内江市,四川省,中国
dis:资中县,内江市,四川省,中国
dis:隆昌县,内江市,四川省,中国
cit:乐山市,四川省,中国
dis:市中区,乐山市,四川省,中国
dis:沙湾区,乐山市,四川省,中国
dis:五通桥区,乐山市,四川省,中国
dis:金口河区,乐山市,四川省,中国
dis:犍为县,乐山市,四川省,中国
dis:井研县,乐山市,四川省,中国
dis:夹江县,乐山市,四川省,中国
dis:沐川县,乐山市,四川省,中国
dis:峨边彝族自治县,乐山市,四川省,中国
dis:马边彝族自治县,乐山市,四川省,中国
dis:峨眉山市,乐山市,四川省,中国
cit:南充市,四川省,中国
dis:顺庆区,南充市,四川省,中国
dis:高坪区,南充市,四川省,中国
dis:嘉陵区,南充市,四川省,中国
dis:南部县,南充市,四川省,中国
dis:营山县,南充市,四川省,中国
dis:蓬安县,南充市,四川省,中国
dis:仪陇县,南充市,四川省,中国
dis:西充县,南充市,四川省,中国
dis:阆中市,南充市,四川省,中国
cit:眉山市,四川省,中国
dis:东坡区,眉山市,四川省,中国
dis:仁寿县,眉山市,四川省,中国
dis:彭山区,眉山市,四川省,中国
dis:洪雅县,眉山市,四川省,中国
dis:丹棱县,眉山市,四川省,中国
dis:青神县,眉山市,四川省,中国
cit:宜宾市,四川省,中国
dis:翠屏区,宜宾市,四川省,中国
dis:南溪区,宜宾市,四川省,中国
dis:宜宾县,宜宾市,四川省,中国
dis:江安县,宜宾市,四川省,中国
dis:长宁县,宜宾市,四川省,中国
dis:高县,宜宾市,四川省,中国
dis:珙县,宜宾市,四川省,中国
dis:筠连县,宜宾市,四川省,中国
dis:兴文县,宜宾市,四川省,中国
dis:屏山县,宜宾市,四川省,中国
cit:广安市,四川省,中国
dis:广安区,广安市,四川省,中国
dis:前锋区,广安市,四川省,中国
dis:岳池县,广安市,四川省,中国
dis:武胜县,广安市,四川省,中国
dis:邻水县,广安市,四川省,中国
dis:华蓥市,广安市,四川省,中国
cit:达州市,四川省,中国
dis:通川区,达州市,四川省,中国
dis:达川区,达州市,四川省,中国
dis:宣汉县,达州市,四川省,中国
dis:开江县,达州市,四川省,中国
dis:大竹县,达州市,四川省,中国
dis:渠县,达州市,四川省,中国
dis:万源市,达州市,四川省,中国
cit:雅安市,四川省,中国
dis:雨城区,雅安市,四川省,中国
dis:名山区,雅安市,四川省,中国
dis:荥经县,雅安市,四川省,中国
dis:汉源县,雅安市,四川省,中国
dis:石棉县,雅安市,四川省,中国
dis:天全县,雅安市,四川省,中国
dis:芦山县,雅安市,四川省,中国
dis:宝兴县,雅安市,四川省,中国
cit:巴中市,四川省,中国
dis:巴州区,巴中市,四川省,中国
dis:恩阳区,巴中市,四川省,中国
dis:通江县,巴中市,四川省,中国
dis:南江县,巴中市,四川省,中国
dis:平昌县,巴中市,四川省,中国
cit:资阳市,四川省,中国
dis:雁江区,资阳市,四川省,中国
dis:安岳县,资阳市,四川省,中国
dis:乐至县,资阳市,四川省,中国
dis:简阳市,资阳市,四川省,中国
cit:阿坝藏族羌族自治州,四川省,中国
dis:汶川县,阿坝藏族羌族自治州,四川省,中国
dis:理县,阿坝藏族羌族自治州,四川省,中国
dis:茂县,阿坝藏族羌族自治州,四川省,中国
dis:松潘县,阿坝藏族羌族自治州,四川省,中国
dis:九寨沟县,阿坝藏族羌族自治州,四川省,中国
dis:金川县,阿坝藏族羌族自治州,四川省,中国
dis:小金县,阿坝藏族羌族自治州,四川省,中国
dis:黑水县,阿坝藏族羌族自治州,四川省,中国
dis:马尔康县,阿坝藏族羌族自治州,四川省,中国
dis:壤塘县,阿坝藏族羌族自治州,四川省,中国
dis:阿坝县,阿坝藏族羌族自治州,四川省,中国
dis:若尔盖县,阿坝藏族羌族自治州,四川省,中国
dis:红原县,阿坝藏族羌族自治州,四川省,中国
cit:甘孜藏族自治州,四川省,中国
dis:康定县,甘孜藏族自治州,四川省,中国
dis:泸定县,甘孜藏族自治州,四川省,中国
dis:丹巴县,甘孜藏族自治州,四川省,中国
dis:九龙县,甘孜藏族自治州,四川省,中国
dis:雅江县,甘孜藏族自治州,四川省,中国
dis:道孚县,甘孜藏族自治州,四川省,中国
dis:炉霍县,甘孜藏族自治州,四川省,中国
dis:甘孜县,甘孜藏族自治州,四川省,中国
dis:新龙县,甘孜藏族自治州,四川省,中国
dis:德格县,甘孜藏族自治州,四川省,中国
dis:白玉县,甘孜藏族自治州,四川省,中国
dis:石渠县,甘孜藏族自治州,四川省,中国
